skill_overlap,years_experience,salary_offered,distance_km,seniority,contract_type,remote,match
0.326,0.9,13986,11.5,junior,internship,no,0
0.975,4.9,50743,31.4,mid,full_time,no,1
0.455,0.8,18956,20.3,junior,internship,no,0
0.131,0.7,32303,59.7,junior,full_time,yes,0
0.34,6.6,30902,84.3,mid,part_time,no,0
0.273,0.0,23124,104.7,junior,full_time,no,1
0.802,9.6,70856,99.0,senior,full_time,no,1
0.539,12.4,59327,56.2,senior,full_time,no,1
0.253,1.9,40074,66.8,mid,full_time,no,0
0.605,12.4,67007,135.2,senior,full_time,no,1
0.4,7.5,74129,36.1,senior,full_time,no,1
0.629,3.4,34932,158.5,junior,full_time,yes,1
0.783,5.6,34625,151.5,mid,part_time,yes,1
0.218,0.6,28522,44.4,junior,part_time,no,0
0.258,3.4,40272,9.2,mid,full_time,no,0
0.444,5.7,43578,20.0,mid,full_time,no,1
0.175,0.7,33107,76.0,junior,full_time,no,0
0.249,0.0,23091,188.5,junior,full_time,no,0
0.651,14.0,37067,61.2,senior,internship,no,0
0.335,2.4,30388,59.0,junior,full_time,yes,0
0.166,1.4,29438,29.4,junior,full_time,no,1
0.419,1.1,17348,121.7,junior,part_time,no,0
0.112,3.6,25319,156.4,mid,internship,yes,0
0.705,8.1,66031,79.7,senior,full_time,no,1
0.261,5.6,41336,127.6,mid,full_time,yes,0
0.429,2.2,52479,116.0,mid,freelance,yes,1
0.214,1.2,32727,59.8,junior,full_time,no,1
0.437,2.1,25539,213.0,junior,full_time,no,1
0.48,2.0,43733,53.7,mid,full_time,no,1
0.727,6.5,71783,30.0,senior,full_time,yes,1
0.736,4.3,46898,89.3,mid,full_time,no,1
0.023,1.0,31658,14.4,junior,freelance,no,0
0.27,6.7,52052,54.5,mid,freelance,no,1
0.239,5.3,48899,60.8,mid,freelance,yes,1
0.455,5.3,46122,74.2,mid,full_time,yes,1
0.424,5.8,39413,30.9,mid,full_time,no,1
0.241,3.9,36674,4.4,mid,full_time,no,1
0.397,5.4,25658,52.5,mid,internship,yes,1
0.634,5.6,70029,67.4,senior,full_time,yes,1
0.42,3.6,44472,59.0,mid,full_time,no,1
0.319,0.0,25139,69.3,junior,full_time,no,1
0.297,0.2,23544,108.5,junior,freelance,no,1
0.406,4.0,34557,25.0,mid,part_time,no,0
0.357,4.2,47105,44.4,mid,full_time,no,1
0.526,3.7,35368,69.5,mid,full_time,no,1
0.443,4.4,40931,29.6,mid,full_time,no,0
0.171,0.2,25563,85.4,junior,full_time,yes,1
0.081,4.1,23961,3.2,mid,internship,no,0
0.313,3.4,46679,11.6,mid,full_time,no,1
0.542,1.8,27185,47.9,junior,full_time,no,1
0.337,2.4,19858,12.9,junior,part_time,yes,1
0.701,3.0,22368,50.5,junior,part_time,no,1
0.315,0.0,20566,28.6,junior,full_time,no,1
0.747,4.3,44932,24.2,mid,full_time,no,0
0.55,6.3,68702,30.8,senior,full_time,no,1
0.086,4.7,42016,23.5,mid,full_time,no,1
0.242,2.1,27301,67.7,junior,full_time,yes,0
0.011,2.9,22807,150.4,mid,internship,yes,0
0.397,5.1,41029,35.3,mid,full_time,no,1
0.776,0.9,28639,162.5,junior,full_time,yes,0
0.7,9.8,59538,139.1,senior,full_time,no,1
0.087,4.4,33649,138.2,junior,freelance,no,0
0.607,2.9,26715,48.5,junior,full_time,no,0
0.628,3.2,28072,17.0,junior,full_time,no,1
0.472,2.3,30177,47.0,junior,freelance,no,1
0.548,8.4,66333,86.8,senior,full_time,no,1
0.598,3.8,47913,13.3,mid,full_time,yes,1
0.347,1.9,33896,164.9,junior,freelance,yes,1
0.412,4.8,36271,37.2,mid,full_time,no,1
0.305,1.1,28015,84.4,junior,full_time,no,1
0.335,0.9,28734,27.2,junior,full_time,no,1
0.524,0.7,27809,65.2,junior,full_time,no,1
0.154,3.5,28819,30.5,mid,part_time,no,0
0.323,2.1,15702,27.7,junior,internship,yes,1
0.484,6.1,46206,110.5,mid,full_time,yes,1
0.178,3.1,26964,85.1,junior,full_time,no,0
0.284,5.9,53130,101.4,mid,freelance,no,0
0.619,7.4,62724,85.1,senior,full_time,no,1
0.113,1.1,24391,19.4,junior,full_time,no,0
0.198,0.8,31389,71.4,junior,freelance,no,0
0.597,6.9,57885,40.6,senior,full_time,no,0
0.285,2.9,23763,83.3,mid,internship,yes,1
0.23,5.3,22631,232.4,mid,internship,yes,0
0.508,0.0,24035,19.8,junior,part_time,yes,1
0.173,1.7,22858,353.5,junior,full_time,yes,0
0.51,6.7,45938,118.3,mid,full_time,yes,1
0.203,6.3,49290,50.2,senior,part_time,no,1
0.517,2.7,34388,89.5,junior,full_time,yes,1
0.308,3.1,42665,37.2,mid,full_time,yes,0
0.762,3.2,44454,37.0,mid,full_time,yes,1
0.308,2.8,23851,156.3,junior,part_time,yes,0
0.173,2.9,21722,88.3,junior,full_time,yes,0
0.659,1.9,32728,13.7,junior,full_time,yes,1
0.375,5.6,42808,63.4,mid,full_time,yes,1
0.309,2.5,37551,77.8,mid,full_time,no,0
0.596,3.3,49485,167.9,mid,freelance,yes,1
0.525,1.6,32939,18.0,junior,full_time,yes,1
0.77,3.0,21902,33.7,mid,internship,no,1
0.308,5.6,32809,108.4,mid,part_time,yes,0
0.283,3.5,34996,64.4,mid,full_time,no,1
0.704,4.1,39006,23.1,mid,full_time,no,1
0.358,2.8,23477,108.5,junior,part_time,no,0
0.617,3.4,45705,112.7,mid,full_time,no,1
0.173,0.4,28738,46.0,junior,full_time,no,0
0.599,1.1,30883,100.0,junior,full_time,yes,1
0.153,3.2,26599,128.1,junior,full_time,no,0
0.502,6.2,43331,143.6,mid,full_time,yes,1
0.235,3.2,38288,96.6,mid,full_time,no,0
0.258,0.4,19912,73.2,junior,part_time,yes,1
0.348,6.8,74651,14.4,senior,freelance,no,1
0.848,11.5,44741,38.9,senior,part_time,yes,1
0.364,1.5,36380,46.3,junior,full_time,no,1
0.341,2.4,40794,138.2,mid,full_time,yes,1
0.201,2.1,21736,58.9,junior,part_time,no,1
0.387,13.5,60623,34.7,senior,full_time,no,1
0.301,1.6,17418,67.6,junior,full_time,no,1
0.26,2.6,27623,70.5,junior,part_time,yes,0
0.066,2.3,43457,35.5,mid,full_time,yes,1
0.833,3.0,20391,45.0,junior,full_time,no,1
0.368,5.5,38408,34.9,mid,full_time,no,1
0.84,5.6,49240,82.2,mid,full_time,no,1
0.463,2.0,29688,169.8,junior,full_time,no,0
0.614,6.4,32969,28.4,mid,full_time,no,1
0.373,13.7,46958,89.8,senior,part_time,no,0
0.317,2.6,42620,80.2,mid,full_time,yes,0
0.15,4.2,43838,5.3,mid,full_time,no,1
0.449,2.9,27968,82.5,junior,full_time,no,1
0.297,0.6,15560,175.2,junior,part_time,yes,0
0.353,10.7,72532,20.6,senior,freelance,no,1
0.48,8.1,40085,8.3,mid,full_time,yes,1
0.343,4.0,35065,56.5,mid,part_time,yes,0
0.887,7.8,46850,8.7,senior,part_time,no,1
0.067,1.3,26058,136.7,junior,full_time,no,0
0.265,3.7,42347,76.0,mid,full_time,yes,0
0.449,3.9,12383,79.6,junior,internship,no,0
0.715,3.4,34120,123.2,junior,full_time,yes,1
0.161,4.5,45929,41.0,mid,full_time,no,1
0.162,0.2,32093,12.8,junior,full_time,no,0
0.334,7.3,70433,18.7,senior,freelance,no,0
0.594,1.5,29232,85.8,junior,full_time,no,1
0.515,10.9,77509,83.5,senior,freelance,no,1
0.346,5.3,38408,8.2,mid,full_time,no,0
0.635,5.3,28338,47.7,mid,part_time,yes,1
0.496,8.4,63478,44.3,senior,full_time,yes,1
0.934,1.6,22884,35.0,junior,full_time,no,1
0.23,1.9,31666,16.7,junior,full_time,no,1
0.483,2.8,36506,43.2,junior,freelance,yes,1
0.168,3.3,26867,16.1,junior,full_time,no,1
0.565,10.0,64777,30.9,senior,full_time,no,1
0.593,3.6,45916,126.9,mid,freelance,no,0
0.637,1.5,23500,65.1,junior,internship,no,1
0.675,2.6,26475,57.9,junior,full_time,no,1
0.35,3.6,21248,25.4,mid,internship,no,1
0.491,4.1,22652,56.5,mid,internship,no,1
0.547,2.1,24238,51.8,junior,full_time,yes,0
0.27,3.4,42936,161.1,mid,full_time,no,0
0.282,2.6,46991,61.4,mid,full_time,no,1
0.413,7.2,41390,98.9,mid,full_time,no,1
0.51,1.5,30804,22.8,junior,full_time,no,1
0.408,3.9,41439,35.9,mid,freelance,no,0
0.54,0.0,24665,24.3,junior,full_time,no,1
0.367,2.5,29179,112.3,junior,full_time,yes,0
0.08,4.0,35532,18.4,mid,full_time,no,1
0.452,4.0,32649,8.0,mid,part_time,no,0
0.628,2.1,27762,48.1,junior,full_time,yes,1
0.202,13.8,66037,50.9,senior,full_time,no,0
0.229,1.9,27186,21.7,junior,full_time,no,1
0.851,4.4,41425,32.0,mid,full_time,no,1
0.393,9.5,39632,40.8,senior,part_time,no,1
0.53,5.2,38178,26.8,mid,full_time,no,1
0.506,14.7,66776,4.4,senior,full_time,no,1
0.285,3.8,37044,117.9,mid,full_time,no,0
0.529,6.2,38565,21.2,mid,full_time,no,1
0.698,5.4,41731,48.7,mid,full_time,yes,1
0.344,4.2,31238,24.7,mid,part_time,yes,1
0.436,0.5,30506,40.8,junior,full_time,no,1
0.267,3.5,42803,21.5,mid,full_time,no,1
0.467,3.5,25686,19.7,junior,full_time,no,1
0.308,6.2,60950,35.2,senior,full_time,yes,1
0.345,1.7,43866,88.9,junior,freelance,yes,1
0.57,0.4,28132,54.0,junior,full_time,no,1
0.356,10.1,70148,91.0,senior,full_time,yes,1
0.246,0.2,19657,33.9,junior,full_time,no,0
0.644,2.2,31866,65.4,junior,freelance,yes,1
0.314,6.1,30067,24.0,mid,part_time,no,1
0.261,2.2,26374,50.4,junior,full_time,no,1
0.202,1.0,31564,66.5,junior,full_time,yes,0
0.719,4.3,30573,34.7,mid,part_time,no,1
0.476,2.0,20127,31.4,junior,part_time,yes,0
0.273,2.2,27953,42.0,junior,full_time,no,0
0.106,1.6,28089,13.5,junior,full_time,no,0
0.315,0.8,23763,18.0,junior,full_time,no,1
0.621,2.5,31465,42.2,junior,full_time,no,1
0.146,2.3,13838,108.8,junior,internship,yes,0
0.563,2.6,42899,55.7,mid,full_time,yes,1
0.578,6.0,28339,59.3,mid,internship,no,1
0.094,2.1,38171,32.9,junior,full_time,no,0
0.199,0.7,22638,25.5,junior,part_time,no,0
0.735,9.8,42654,56.3,senior,part_time,no,1
0.333,3.4,22096,18.6,mid,internship,no,1
0.091,0.2,21405,169.1,junior,internship,no,0
0.187,5.8,42453,86.9,mid,full_time,yes,0
0.627,1.6,30915,26.7,junior,full_time,no,1
0.935,6.5,67865,175.6,senior,full_time,no,1
0.426,11.0,46287,14.0,senior,part_time,no,0
0.229,12.8,71625,74.1,senior,full_time,no,0
0.442,2.4,16901,32.8,junior,internship,no,0
0.183,2.5,27907,30.9,junior,full_time,no,0
0.491,2.1,27427,80.5,junior,full_time,no,1
0.346,1.0,23898,38.6,junior,full_time,no,1
0.071,0.7,25237,80.9,junior,full_time,no,0
0.27,0.7,44720,90.0,mid,freelance,no,1
0.287,1.5,23821,155.7,junior,internship,yes,1
0.544,14.5,68630,139.6,senior,full_time,no,1
0.287,1.5,25307,105.5,junior,full_time,yes,0
0.404,2.6,35292,81.5,junior,full_time,yes,1
0.578,10.0,69777,28.9,senior,full_time,no,1
0.739,3.9,41011,181.7,mid,full_time,yes,1
0.462,1.0,29859,122.5,junior,full_time,no,1
0.738,6.2,29114,40.9,mid,part_time,no,1
0.239,1.1,31588,97.7,junior,full_time,no,0
0.117,3.6,22723,54.9,junior,part_time,no,0
0.774,4.5,40518,31.6,mid,full_time,no,1
0.362,3.1,16668,32.3,junior,part_time,no,1
0.179,5.4,43033,46.8,mid,full_time,yes,0
0.136,0.6,29720,32.6,junior,full_time,no,0
0.18,3.1,46551,15.7,mid,full_time,no,0
0.502,5.0,33702,97.3,mid,part_time,no,1
0.357,3.0,31242,42.9,junior,full_time,no,1
0.612,0.4,25369,29.2,junior,full_time,no,1
0.619,4.5,36337,46.7,mid,full_time,yes,1
0.512,4.9,37337,39.5,mid,full_time,yes,1
0.7,7.6,40979,5.6,mid,full_time,no,1
0.608,6.5,28794,4.1,mid,part_time,no,1
0.345,1.1,27569,30.5,junior,full_time,no,1
0.192,1.2,30568,102.6,junior,full_time,no,0
0.414,5.7,44196,82.8,mid,full_time,no,0
0.447,1.4,23992,14.7,junior,freelance,no,1
0.558,5.7,52289,142.3,mid,full_time,yes,1
0.197,2.1,29370,24.2,junior,full_time,no,0
0.307,1.6,29853,32.7,junior,full_time,yes,1
0.298,3.1,41481,145.1,mid,full_time,no,0
0.452,3.8,41021,109.4,mid,full_time,no,0
0.427,2.2,47111,50.8,mid,full_time,yes,1
0.657,2.6,39853,71.4,mid,full_time,yes,1
0.406,4.2,49823,32.5,senior,part_time,no,1
0.589,10.2,70306,28.5,senior,full_time,no,0
0.752,10.9,67615,217.1,senior,full_time,yes,1
0.77,3.2,43796,67.3,mid,full_time,no,1
0.613,4.5,37084,56.3,mid,full_time,no,1
0.235,2.7,25993,19.2,mid,internship,no,1
0.531,4.4,43293,47.0,mid,full_time,no,1
0.0,2.1,27649,36.6,junior,full_time,no,0
0.334,4.3,44526,18.4,mid,full_time,no,1
0.233,1.1,23998,30.8,junior,full_time,no,1
0.481,1.9,21704,44.3,junior,internship,no,1
0.184,8.4,75123,15.4,senior,full_time,no,1
0.195,1.6,26736,23.3,junior,full_time,yes,0
0.251,2.8,46115,79.2,mid,full_time,no,0
0.238,6.8,22597,50.9,mid,internship,no,1
0.338,0.1,24533,25.2,junior,full_time,yes,0
0.391,9.5,79290,31.5,senior,freelance,no,1
0.389,2.0,27006,87.5,junior,full_time,no,1
0.411,7.8,38964,137.7,senior,internship,yes,0
0.499,2.5,54986,100.2,mid,freelance,no,1
0.177,1.6,34047,93.5,junior,freelance,no,0
0.465,0.8,28731,23.5,junior,full_time,no,1
0.265,1.1,24640,11.8,junior,full_time,no,1
0.661,1.1,25492,97.3,junior,full_time,yes,1
0.172,1.3,31723,80.6,junior,freelance,no,0
0.379,8.7,47423,20.4,senior,part_time,no,1
0.38,3.3,30381,13.5,junior,full_time,no,1
0.931,11.5,61189,29.5,senior,full_time,no,1
0.453,3.6,30453,81.1,junior,freelance,yes,1
0.918,12.5,36292,118.0,senior,internship,yes,1
0.512,0.0,28337,187.7,junior,full_time,no,1
0.485,6.2,32649,33.3,mid,part_time,yes,1
0.246,1.1,41316,13.9,mid,full_time,no,0
0.316,2.0,25254,39.5,junior,full_time,no,1
0.507,5.8,68978,119.0,senior,full_time,yes,1
0.392,2.5,32139,23.6,junior,full_time,no,1
0.392,4.3,24186,46.4,mid,internship,no,1
0.579,2.7,41230,96.8,mid,full_time,yes,1
0.423,3.5,35295,40.0,mid,full_time,no,0
0.16,1.3,34650,51.6,junior,full_time,yes,1
0.254,2.4,27388,18.7,junior,full_time,no,0
0.449,3.2,36827,32.7,junior,freelance,no,0
0.06,0.1,33747,3.5,junior,full_time,no,0
0.565,1.6,35013,39.0,junior,freelance,no,1
0.159,7.7,68342,49.7,senior,full_time,no,1
0.608,7.2,26163,51.6,mid,internship,no,1
0.187,4.0,31671,69.6,mid,part_time,yes,0
0.692,3.5,17611,68.2,junior,part_time,yes,1
0.527,0.3,18655,113.1,junior,internship,yes,0
0.208,2.8,36646,142.5,mid,full_time,no,0
0.635,1.4,26625,97.8,junior,full_time,no,0
0.617,1.1,26601,57.0,junior,full_time,yes,1
0.9,5.2,44006,32.9,mid,full_time,no,1
0.282,4.0,42815,75.7,mid,full_time,no,1
0.426,5.0,34577,26.7,senior,internship,yes,0
0.482,2.6,20155,48.7,junior,part_time,yes,1
0.129,4.7,48854,36.3,mid,full_time,no,0
0.509,2.7,18884,7.7,junior,part_time,yes,1
0.316,1.7,27358,45.9,junior,full_time,no,0
0.691,3.1,50327,92.7,mid,freelance,no,1
0.432,1.5,28246,16.0,junior,full_time,no,1
0.154,3.2,44132,29.0,mid,full_time,no,0
0.48,0.0,32685,217.3,junior,full_time,yes,1
0.087,2.9,33037,42.0,junior,full_time,no,0
0.51,13.6,65158,39.3,senior,full_time,no,0
0.237,1.1,30258,85.1,junior,full_time,yes,1
0.445,3.3,42735,21.5,mid,full_time,no,1
0.192,1.4,25707,154.9,junior,full_time,yes,0
0.882,11.2,49433,18.7,senior,part_time,no,1
0.111,2.5,15234,25.9,junior,part_time,no,0
0.342,1.7,29312,16.6,junior,full_time,no,0
0.477,5.7,34538,19.6,mid,full_time,no,1
0.49,2.5,24537,55.4,junior,full_time,no,1
0.316,2.1,23994,55.1,junior,part_time,no,1
0.609,4.0,66628,24.8,senior,full_time,no,1
0.385,4.2,43200,56.4,mid,full_time,yes,0
0.615,2.9,21523,44.6,mid,internship,no,1
0.822,4.7,38974,48.5,mid,full_time,no,1
0.728,8.8,46751,143.7,senior,part_time,no,0
0.408,8.3,67398,12.2,senior,full_time,no,0
0.182,4.6,22904,77.6,mid,internship,yes,0
0.899,1.7,20703,10.0,junior,full_time,no,1
0.517,1.8,24530,68.8,junior,full_time,yes,0
0.277,5.4,40418,129.5,mid,full_time,yes,1
0.647,7.1,64075,52.9,senior,full_time,no,1
0.868,3.8,42233,205.0,mid,full_time,yes,1
0.462,0.4,17304,82.5,junior,part_time,no,1
0.281,1.4,30152,42.7,junior,full_time,no,0
0.284,4.4,24571,99.1,mid,part_time,no,0
0.839,11.6,64339,79.7,senior,full_time,yes,1
0.184,2.6,31586,55.8,junior,full_time,yes,1
0.326,5.1,24990,68.4,mid,internship,no,1
0.671,3.0,22848,82.3,mid,internship,yes,1
0.62,11.5,39036,63.4,senior,internship,no,1
0.659,0.6,28912,40.6,junior,full_time,no,0
0.498,9.7,50459,68.1,senior,part_time,yes,1
0.731,5.8,44103,20.9,mid,full_time,no,1
0.335,4.5,51171,25.6,mid,freelance,yes,1
0.383,0.8,33501,47.7,junior,full_time,yes,1
0.438,2.8,41035,39.4,mid,full_time,no,1
0.406,2.8,42410,94.3,mid,full_time,yes,1
0.535,0.6,29529,122.5,junior,full_time,yes,1
0.596,4.4,42075,76.0,mid,full_time,no,1
0.322,3.7,54799,65.2,mid,freelance,no,1
0.855,5.6,50135,65.0,mid,freelance,no,1
0.591,1.7,25469,60.1,junior,full_time,no,1
0.416,4.1,36781,44.9,mid,full_time,no,1
0.746,2.9,33499,29.9,junior,full_time,no,1
0.912,7.4,63687,42.6,senior,full_time,no,1
0.269,7.4,68107,232.2,senior,full_time,yes,1
0.712,2.0,27935,131.4,junior,full_time,no,0
0.026,0.0,23823,39.8,junior,part_time,no,0
0.36,2.1,26904,18.8,junior,full_time,yes,0
0.459,5.0,42416,57.0,mid,full_time,no,0
0.797,9.1,63091,58.0,senior,full_time,no,1
0.115,3.2,58036,16.6,mid,freelance,no,1
0.353,1.1,26206,94.5,junior,full_time,yes,1
0.723,2.0,29961,149.2,junior,full_time,no,1
0.394,1.4,38799,21.3,junior,full_time,yes,0
0.166,7.9,52595,18.2,senior,part_time,no,0
0.41,4.5,41926,45.7,mid,full_time,no,1
0.748,6.5,23684,48.8,mid,internship,no,1
0.378,0.6,25155,4.0,junior,full_time,no,0
0.506,9.0,54630,12.9,senior,part_time,no,0
0.583,1.4,27210,28.2,junior,full_time,no,1
0.854,10.4,36565,186.7,senior,internship,yes,1
0.279,5.2,73919,63.2,senior,freelance,yes,1
0.299,4.3,40907,82.9,mid,full_time,no,0
0.258,7.1,65229,4.8,senior,full_time,no,0
0.488,1.1,32653,109.2,junior,full_time,yes,1
0.29,3.7,42932,57.0,mid,full_time,no,0
0.025,1.8,24832,24.1,junior,part_time,no,0
0.051,3.2,34003,64.1,mid,full_time,no,0
0.709,0.6,33742,14.1,junior,full_time,yes,1
0.348,0.4,27505,48.4,junior,freelance,no,0
0.215,2.2,24322,88.6,junior,part_time,yes,1
0.366,2.6,17961,158.8,junior,full_time,yes,0
0.568,4.5,42230,24.1,mid,full_time,no,1
0.349,6.6,34817,28.6,mid,part_time,no,0
0.581,2.1,12917,135.4,junior,internship,yes,1
0.636,8.9,36948,77.9,senior,internship,yes,1
0.64,12.9,68242,22.1,senior,full_time,no,1
0.317,0.9,23570,77.6,junior,part_time,no,0
0.233,0.8,23381,35.3,junior,full_time,yes,1
0.31,2.5,46756,101.6,mid,full_time,yes,0
0.509,4.4,47980,15.4,mid,full_time,no,1
0.802,0.8,33093,86.5,junior,full_time,yes,1
0.519,1.9,37694,9.7,mid,full_time,no,0
0.384,2.4,24201,62.5,junior,full_time,no,0
0.55,0.7,28266,56.8,junior,full_time,no,0
0.513,3.9,50349,25.9,mid,freelance,no,1
0.23,4.9,45048,32.3,mid,full_time,no,0
0.373,11.1,47441,152.4,senior,part_time,yes,0
0.047,2.4,27740,129.9,junior,full_time,no,0
0.597,2.1,25976,35.1,junior,full_time,yes,1
0.277,2.7,24476,111.7,junior,full_time,no,1
0.38,2.6,30262,92.0,junior,full_time,yes,0
0.264,2.0,27743,30.3,junior,full_time,no,0
0.346,2.1,44854,110.0,mid,full_time,yes,1
0.432,3.8,46299,142.8,mid,freelance,no,1
0.492,4.9,44344,42.3,mid,full_time,no,1
0.311,0.0,29220,14.0,junior,freelance,yes,1
0.417,2.1,26406,57.5,junior,full_time,no,0
0.26,4.7,39386,48.5,mid,full_time,yes,1
0.061,1.6,28996,70.3,junior,full_time,no,0
0.53,9.0,73294,106.1,senior,full_time,yes,1
0.271,1.1,29290,88.9,junior,full_time,no,0
0.246,5.0,22744,58.1,mid,internship,no,0
0.442,10.0,35059,24.7,senior,internship,no,1
0.204,3.0,29470,6.7,mid,part_time,no,0
0.474,4.9,45868,94.9,mid,full_time,no,1
0.543,3.6,49742,13.6,mid,freelance,no,1
0.622,2.9,22983,40.7,junior,full_time,yes,1
0.602,5.6,45809,17.9,mid,full_time,no,1
0.412,8.7,63903,156.5,senior,full_time,yes,0
0.512,11.7,62704,62.3,senior,full_time,no,1
0.197,1.0,33853,165.1,mid,part_time,yes,0
0.315,1.3,18906,31.9,junior,part_time,no,0
0.464,4.1,30950,50.7,mid,internship,no,1
0.591,4.6,41165,51.7,mid,full_time,no,0
0.279,1.0,23846,60.6,junior,part_time,yes,0
0.627,2.6,12000,9.2,junior,internship,yes,1
0.147,1.1,25843,30.9,junior,full_time,no,1
0.608,6.5,41542,20.1,mid,full_time,no,1
0.312,0.9,31489,82.2,junior,full_time,no,1
0.452,0.4,24233,66.9,junior,full_time,no,0
0.104,0.7,33038,62.1,junior,full_time,yes,0
0.744,10.1,49196,36.8,senior,part_time,no,0
0.711,0.8,29146,6.5,junior,full_time,no,0
0.556,2.1,30557,51.4,junior,freelance,yes,1
0.553,4.6,38622,30.6,mid,full_time,no,1
0.133,0.5,21219,209.2,junior,full_time,yes,0
0.788,12.2,67999,41.5,senior,full_time,yes,1
0.164,5.6,69145,55.0,senior,full_time,yes,0
0.19,0.0,19733,32.8,junior,part_time,no,1
0.472,4.8,36458,103.3,mid,full_time,no,1
0.479,1.8,31220,58.1,junior,freelance,yes,1
0.649,0.9,29306,112.7,junior,full_time,no,1
0.267,1.5,28644,48.2,junior,full_time,no,1
0.138,2.8,30352,51.3,junior,full_time,no,0
0.281,1.6,23179,58.8,junior,full_time,yes,0
0.439,5.1,41842,29.1,mid,full_time,yes,1
0.158,3.0,28489,14.3,junior,full_time,yes,1
0.56,1.4,30216,14.5,junior,full_time,no,1
0.297,6.4,39888,65.4,mid,full_time,no,1
0.587,3.9,45132,43.1,mid,full_time,yes,1
0.862,2.5,24677,18.9,junior,full_time,no,1
0.482,1.0,29599,83.1,junior,full_time,yes,1
0.553,1.6,27814,134.8,junior,full_time,yes,0
0.228,0.6,27610,54.6,junior,full_time,yes,1
0.457,7.0,75396,63.7,senior,full_time,yes,0
0.481,9.7,65785,38.6,senior,full_time,yes,0
0.778,0.7,27360,92.5,junior,full_time,yes,1
0.471,1.3,23014,21.4,junior,full_time,no,1
0.278,2.4,45465,28.8,mid,full_time,no,1
0.107,2.1,40097,50.4,mid,full_time,no,0
0.588,0.2,27888,13.3,junior,full_time,no,1
0.316,1.7,25045,43.5,junior,full_time,no,1
0.515,5.5,43455,12.3,mid,full_time,no,1
0.766,4.8,45263,113.5,mid,full_time,no,0
0.317,1.2,33420,84.2,junior,full_time,yes,0
0.492,1.7,27592,24.1,junior,full_time,no,1
0.5,0.2,31089,155.9,junior,freelance,yes,1
0.13,2.2,25695,65.5,junior,full_time,no,0
0.127,4.1,42062,33.9,mid,full_time,no,0
0.204,3.6,49188,30.0,mid,freelance,no,0
0.444,4.8,50205,66.9,mid,freelance,no,1
0.317,3.2,25036,23.8,junior,full_time,no,1
0.097,3.0,22100,11.8,junior,part_time,yes,1
0.607,10.2,61433,53.2,senior,full_time,no,1
0.458,4.8,31992,80.8,mid,part_time,yes,1
0.495,3.4,20285,32.5,junior,internship,no,0
0.495,1.5,27202,46.1,junior,full_time,no,1
0.328,15.0,61904,32.8,senior,full_time,no,0
0.298,5.2,43227,24.8,mid,full_time,no,1
0.395,4.5,39953,120.4,senior,internship,yes,1
0.435,2.8,40569,58.5,mid,full_time,yes,1
0.418,1.9,37257,27.0,mid,full_time,no,0
0.146,3.1,20951,20.9,mid,internship,yes,0
0.49,1.1,20091,49.5,junior,part_time,yes,0
0.193,2.5,47313,41.0,mid,full_time,no,0
0.474,2.4,37086,31.7,mid,full_time,no,1
0.366,2.0,22910,400.0,junior,full_time,yes,0
0.252,8.9,67902,131.7,senior,full_time,yes,1
0.166,1.3,25509,141.6,junior,full_time,no,0
0.463,0.0,24530,39.7,junior,full_time,no,0
0.597,2.3,30274,41.8,junior,full_time,no,1
0.423,8.8,67269,78.1,senior,full_time,yes,1
0.499,9.6,68519,40.0,senior,full_time,no,1
0.285,6.9,35016,65.6,mid,part_time,yes,1
0.627,13.3,62721,36.3,senior,full_time,yes,1
0.983,11.2,59123,39.8,senior,full_time,no,1
0.541,5.0,52667,19.4,senior,part_time,no,1
0.777,12.8,66515,78.6,senior,full_time,yes,1
0.15,1.3,38552,43.7,junior,full_time,no,0
0.4,1.1,51685,59.8,mid,freelance,no,1
0.23,5.2,48059,160.1,mid,full_time,yes,0
0.168,5.9,46444,69.9,mid,freelance,yes,0
0.174,0.0,27707,18.2,junior,full_time,no,0
0.758,6.0,44830,42.2,mid,full_time,no,1
0.424,12.8,64705,72.3,senior,full_time,no,1
0.253,1.0,15596,23.2,junior,internship,no,0
0.452,9.7,75602,31.6,senior,freelance,no,1
0.375,1.3,26306,160.7,junior,full_time,yes,0
0.295,1.5,29108,61.6,junior,freelance,no,0
0.362,1.5,28199,278.1,junior,full_time,yes,0
0.329,4.9,46849,65.8,mid,freelance,no,0
0.524,6.5,45229,36.3,mid,freelance,no,1
0.143,2.9,28396,44.0,junior,full_time,yes,0
0.16,7.2,43729,75.9,mid,freelance,no,0
0.472,0.2,23668,8.2,junior,part_time,no,1
0.243,4.0,44064,17.7,mid,full_time,no,1
0.181,5.0,69343,45.2,senior,full_time,yes,0
0.142,5.2,40325,31.2,mid,full_time,yes,1
0.507,6.4,19721,17.5,mid,internship,no,0
0.38,3.2,46624,10.2,mid,full_time,no,0
0.317,8.6,64315,27.6,senior,full_time,no,0
0.373,1.3,30835,47.3,junior,full_time,yes,1
0.692,0.6,23966,40.1,junior,full_time,no,1
0.234,2.8,27840,43.8,junior,full_time,yes,0
0.146,4.1,47431,47.9,mid,full_time,yes,1
0.478,3.6,31968,52.0,mid,part_time,no,1
0.092,5.2,47426,13.8,mid,freelance,no,1
0.313,0.9,22982,29.2,junior,part_time,no,0
0.402,1.2,29106,28.1,junior,full_time,no,0
